ModuleCode,ModuleTitle,SessionName,RollNumber,ApplicantName,ApplicantMobile,CGPA,AttemptCount,Advisor,RemoteStudent,Probation,HighRisk,TermExceeded,AtRisk,AtRiskSSC,SpecialNeed,OtherModules,PrerequisiteModules,PlagiarismHistory,MalPracticeHistory
Module 5,Course 5,Session-A,Student 73,xxxxxxxxxx,xxxxxxxx,2.75,1,Advisor 21,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 74,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 1,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 75,xxxxxxxxxx,xxxxxxxx,3,1,Advisor 14,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 76,xxxxxxxxxx,xxxxxxxx,3.25,1,Advisor 25,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 77,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 7,No,No,Yes,No,Yes,Yes,Not Applicable(Not Disabled),3,Yes,Module 20,No History
Module 5,Course 5,Session-A,Student 78,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 16,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 10,No History
Module 5,Course 5,Session-A,Student 79,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 4,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 80,xxxxxxxxxx,xxxxxxxx,3.5,1,Advisor 20,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 81,xxxxxxxxxx,xxxxxxxx,1.75,1,Advisor 8,No,No,Yes,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 82,xxxxxxxxxx,xxxxxxxx,1.75,1,Advisor 10,No,No,Yes,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 20,No History
Module 5,Course 5,Session-A,Student 83,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 19,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 84,xxxxxxxxxx,xxxxxxxx,3.75,1,Advisor 20,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 85,xxxxxxxxxx,xxxxxxxx,2.75,1,Advisor 12,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 86,xxxxxxxxxx,xxxxxxxx,3.25,1,Advisor 7,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 87,xxxxxxxxxx,xxxxxxxx,2.25,1,Advisor 5,No,No,No,Yes,No,No,Not Applicable(Not Disabled),2,Yes,Module 23,No History
Module 5,Course 5,Session-A,Student 88,xxxxxxxxxx,xxxxxxxx,1.75,1,Advisor 12,No,No,No,No,Yes,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 5,Course 5,Session-A,Student 89,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 1,No,No,No,Yes,No,No,Not Applicable(Not Disabled),2,Yes,Module 20,Module 18
