ModuleCode,ModuleTitle,SessionName,RollNumber,ApplicantName,ApplicantMobile,CGPA,AttemptCount,Advisor,RemoteStudent,Probation,HighRisk,TermExceeded,AtRisk,AtRiskSSC,SpecialNeed,OtherModules,PrerequisiteModules,PlagiarismHistory,MalPracticeHistory
Module 1,Course 1,Session-A,Student 293,xxxxxxxxxx,xxxxxxxxxx,2.5,1,2.51,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 294,xxxxxxxxxx,xxxxxxxxxx,2.25,1,2.251,Yes,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 6,No History
Module 1,Course 1,Session-A,Student 295,xxxxxxxxxx,xxxxxxxxxx,3,1,31,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,Module 4
Module 1,Course 1,Session-A,Student 296,xxxxxxxxxx,xxxxxxxxxx,3.75,1,3.751,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 297,xxxxxxxxxx,xxxxxxxxxx,2,1,21,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 7,Module 4
Module 1,Course 1,Session-A,Student 298,xxxxxxxxxx,xxxxxxxxxx,2,1,21,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 299,xxxxxxxxxx,xxxxxxxxxx,2.25,1,2.251,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 300,xxxxxxxxxx,xxxxxxxxxx,3,1,31,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 301,xxxxxxxxxx,xxxxxxxxxx,2.5,1,2.51,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 6,No History
Module 1,Course 1,Session-A,Student 302,xxxxxxxxxx,xxxxxxxxxx,3,1,31,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,Module 12
Module 1,Course 1,Session-A,Student 303,xxxxxxxxxx,xxxxxxxxxx,2.75,1,2.751,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 304,xxxxxxxxxx,xxxxxxxxxx,1.75,1,1.751,No,No,No,No,Yes,No,Not Applicable(Not Disabled),3,Yes,No History,Module 3
Module 1,Course 1,Session-A,Student 305,xxxxxxxxxx,xxxxxxxxxx,2.5,1,2.51,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 306,xxxxxxxxxx,xxxxxxxxxx,1.75,1,1.751,No,No,No,No,Yes,No,Not Applicable(Not Disabled),3,Yes,Module 3,Module 3
Module 1,Course 1,Session-A,Student 307,xxxxxxxxxx,xxxxxxxxxx,2,1,21,No,No,No,No,Yes,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 308,xxxxxxxxxx,xxxxxxxxxx,2.75,1,2.751,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 309,xxxxxxxxxx,xxxxxxxxxx,2.75,1,2.751,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 310,xxxxxxxxxx,xxxxxxxxxx,2.5,1,2.51,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 311,xxxxxxxxxx,xxxxxxxxxx,2.75,1,2.751,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,Module 4,No History
Module 1,Course 1,Session-A,Student 312,xxxxxxxxxx,xxxxxxxxxx,3.75,1,3.751,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 313,xxxxxxxxxx,xxxxxxxxxx,2.25,1,2.251,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,Module 3
Module 1,Course 1,Session-A,Student 314,xxxxxxxxxx,xxxxxxxxxx,2,1,21,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 4,No History
Module 1,Course 1,Session-A,Student 315,xxxxxxxxxx,xxxxxxxxxx,2.25,1,2.251,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 4,No History
Module 1,Course 1,Session-A,Student 316,xxxxxxxxxx,xxxxxxxxxx,2.5,1,2.51,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 317,xxxxxxxxxx,xxxxxxxxxx,1.75,1,1.751,No,Yes,Yes,No,Yes,No,Not Applicable(Not Disabled),2,Yes,Module 4,No History
Module 1,Course 1,Session-A,Student 318,xxxxxxxxxx,xxxxxxxxxx,3.25,1,3.251,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 319,xxxxxxxxxx,xxxxxxxxxx,3,1,31,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 320,xxxxxxxxxx,xxxxxxxxxx,2,1,21,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 321,xxxxxxxxxx,xxxxxxxxxx,2.5,1,2.51,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 322,xxxxxxxxxx,xxxxxxxxxx,2.25,1,2.251,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
