ModuleCode,ModuleTitle,SessionName,RollNumber,ApplicantName,ApplicantMobile,CGPA,AttemptCount,Advisor,RemoteStudent,Probation,HighRisk,TermExceeded,AtRisk,AtRiskSSC,SpecialNeed,OtherModules,PrerequisiteModules,PlagiarismHistory,MalPracticeHistory
Module 1,Course 1,Session-A,Student 232,xxxxxxxxxx,xxxxxxxxxx,2.5,1,Advisor 14,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 233,xxxxxxxxxx,xxxxxxxxxx,3.25,1,Advisor 13,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 234,xxxxxxxxxx,xxxxxxxxxx,1.75,1,Advisor 8,No,No,No,No,Yes,Yes,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 235,xxxxxxxxxx,xxxxxxxxxx,3,1,Advisor 22,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 236,xxxxxxxxxx,xxxxxxxxxx,1.75,1,Advisor 3,No,No,No,No,Yes,Yes,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 237,xxxxxxxxxx,xxxxxxxxxx,3.5,1,Advisor 8,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 238,xxxxxxxxxx,xxxxxxxxxx,2.75,1,Advisor 18,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 239,xxxxxxxxxx,xxxxxxxxxx,3,1,Advisor 8,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 240,xxxxxxxxxx,xxxxxxxxxx,2.75,1,Advisor 18,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 241,xxxxxxxxxx,xxxxxxxxxx,2.5,1,Advisor 1,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 242,xxxxxxxxxx,xxxxxxxxxx,3,1,Advisor 11,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 243,xxxxxxxxxx,xxxxxxxxxx,3,1,Advisor 21,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
